SMILES
CCC(C)CCc1cccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2)c1
c1ccc(C(=C(c2ccccc2)c2cccc(-c3cnc4c(n3)C(c3ccccc3)c3nsnc3C4c3ccccc3)c2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1
CC1=C(c2ccc(N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)CC=C(C(C)(C)C)O1
C[Si]1(c2ccccc2-c2cccc(N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c2)C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1
C[N+](C)(C)c1cccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2)c1
C1=CC2=C(c3ccccc3)c3ccc([nH]3)C(c3ccc(-c4ccccc4N(c4ccccc4)c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)cc3)=C3C=CC(=C(c4ccccc4)c4ccc([nH]4)C(c4ccccc4)=C1[N]2)[N]3
C[n+]1ccc(C#Cc2cccc(-c3ccccc3N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c2)cc1
c1ccc(C(=C(c2ccccc2)c2cccc(-c3ccc4sc5ccccc5c4c3)c2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1
C(#C[Si]1(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1)c1ccc(Oc2ccccc2N(c2ccccc2)c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc1
c1ccc(C(=C(c2ccccc2)c2cccc(-c3cnc4cc5nccnc5cc4n3)c2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1
Cc1cc(C)c(-c2ccccc2N(c2ccccc2)c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)c(C)c1
O=C([O-])C1=C(C[n+]2ccc(-c3cccc(N(c4ccccc4)c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)c3)cc2)CSC2CC(=O)N12
N#CCNc1cccc(C(=C(c2ccccc2)c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c1
Oc1cc(-c2ccccc2N(c2ccccc2)c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)c(O)n1O
c1ccc(Cc2ccc(C(=C(c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc3)cc2)cc1
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3-c3cccc([Bi](c4ccccc4)c4ccccc4)c3)cc2)c2ccccc2)cc1
F[B-]1(F)n2cccc2C(c2ccc(-c3cc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)ccc3N(c3ccccc3)c3ccccc3)cc2Br)=C2C=CC=[N+]21
C(#Cc1cccc(-c2ccccc2C(=C(c2ccccc2)c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c1)c1ccccc1
c1ccc(C2=C(c3ccccc3)[Si](c3ccccc3)(c3ccccc3)C(c3ccccc3-c3cccc(N(c4ccccc4)c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)c3)=C2c2ccccc2)cc1
O=C1C=C(Nc2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)C(=O)N1
C(#Cc1cc[n+](CCCCCC[n+]2ccc(-c3ccc(N(c4ccccc4)c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)cc3)cc2)cc1)c1ccccc1
O=c1c(O)c(-c2cccc(C(=C(c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc3)c2)oc2ccccc12
CC1CC(C)(O)Cc2c(O)c3c(c(O)c21)C(=O)c1c(cccc1-c1ccccc1C(=C(c1ccccc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1)C3=O
c1ccc(C(=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2-c2cccc3c2Sc2ccccc2C3)c2ccccc2)cc1
CCC[n+]1cc(C)c2cccc(-c3ccccc3N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c2c1
C[Si]1(c2ccccc2)C(c2ccc3sccc3c2)=C(c2ccccc2)C(c2ccccc2-c2cccc(N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c2)=C1c1ccc2sccc2c1
O=S1(=O)C(c2ccccc2)=CC=C1c1cccc(-c2ccccc2C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2)c1
C1=CC2Nc3cccc(-c4ccc(C(=C(c5ccccc5)c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5ccccc5)cc4)c3C2C=C1
CCCCCCCCCCc1cccc(N(c2ccccc2)c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)c1
CCCCc1cc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)ccc1N(c1ccccc1)c1ccccc1
CC1(C)OB(c2ccccc2-c2ccccc2C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2)OC1(C)C
Cc1ccc(-c2ccccc2N(c2ccccc2)c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc1
CC1=[NH+][B-](F)(F)OC(Cc2ccc(N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)=C1
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2C2c3ccccc3-c3ccccc32)c2ccccc2)cc1
CC1=CCC(c2cccc(N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c2)C(C)C1
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccc(-c4cnccn4)cc3)cc2)c2ccccc2)cc1
c1ccc(C(=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2-c2ccc3c(c2)oc2ccccc23)c2ccccc2)cc1
CCCC[n+]1cccc(-c2ccccc2N(c2ccccc2)c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)c1
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3cccc(-c4cccc5c4C4(c6ccccc6N5)c5ccccc5Sc5ccccc54)c3)cc2)c2ccccc2)cc1
CC1=CC2c3ccccc3NC2C(c2cccc(C(=C(c3ccccc3)c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2)=C1
O=c1ccnc(-c2ccc(N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)[nH]1
CCC(C)CCCCc1ccccc1C(=C(c1ccccc1)c1ccccc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1
Cc1cc(C)c(B(c2ccccc2)c2c(C)cc(C)c(-c3cc(N(c4ccccc4)c4ccccc4)ccc3C(=C(c3ccccc3)c3ccccc3)c3ccccc3)c2C)c(C)c1
c1ccc(C(=C(c2ccccc2)c2ccccc2-c2cccc3c2-c2ccccc2C3)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1
C#Cc1ccc(-c2ccccc2N(c2ccccc2)c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc1
C[Si]1(c2ccccc2)C([Si](C)(c2ccccc2)c2ccccc2)=C(c2ccccc2)C(c2ccccc2-c2cccc(C(=C(c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc3)c2)=C1[Si](C)(c1ccccc1)c1ccccc1
O=CC1=C(C=O)C(C=O)=C2C(c3cccc(C(=C(c4ccccc4)c4ccccc4)c4ccc(N(c5ccccc5)c5ccccc5)cc4)c3)=CC(c3ccccc3)=CN2C1
CCCCCCC(CC)c1ccccc1C(=C(c1ccccc1)c1ccccc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1
C[N+]1(C)CCNC(c2ccccc2C(=C(c2ccccc2)c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)C1
O=C(O)C1=C(C[n+]2ccc(-c3cccc(C(=C(c4ccccc4)c4ccccc4)c4ccc(N(c5ccccc5)c5ccccc5)cc4)c3)cc2)CSC2CC(=O)N12
CCCCCCCCCCC(CC)c1ccccc1C(=C(c1ccccc1)c1ccccc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1
CCCCCCC1(CCCCC)c2ccccc2-c2c(-c3ccccc3C(=C(c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc3)cccc21
c1ccc(C(=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2-c2ccccc2B2Nc3cccc4cccc(c34)N2)c2ccccc2)cc1
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)c(-c3cccc4c3Nc3ccccc3C43c4ccccc4Oc4ccccc43)c2)c2ccccc2)cc1
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3-c3ccc4ccc5cccnc5c4n3)cc2)c2ccccc2)cc1
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3-c3ccc4ccccc4c3)cc2)c2ccccc2)cc1
